id,a_category,a_intent,a_human,b_producer,b_human,b_desc,b_wants
496892831959,human,other_human,True,person_typing,True,"A personal human email announcing the sender has been recovering from an accident, is stepping back from his role at World Labs into an advisory position, and sharing his personal email for future contact. Typed by a person.",To inform of his departure/transition and provide his new personal contact email; no action required.
497401134306,human,wants_call,True,person_typing,True,A short human outreach checking in after a while to see if reconnecting makes sense. Typed by a person on the counterparty side.,A status update and possibly a reconnect meeting.
498818014424,human,other_human,True,person_typing,True,"A one-line human acknowledgment: 'Ok, thanks for confirming.' Typed by a person closing out a thread.",Nothing; just acknowledging the confirmation.
499116413118,auto_ack,n/a,False,autoresponder,False,"An automatic reply from E.ON's customer service mailbox stating they aim to respond within 5 working days and routing common queries (Heat supply issues, E.ON Next accounts) to other channels. Generated by a shared-mailbox autoresponder.",nothing (directs certain queries to other addresses/tools)
499120160962,human,wants_materials,True,person_typing,True,A short human reply to a dinner invitation saying the sender must check childcare with his partner and asking for more details. Typed by a person.,More details about the dinner event.
499149461694,calendar_bot,n/a,False,calendar_or_scheduling_tool,False,A Google Calendar acceptance notification: Joe Schafer accepted the 'Encord <> Canals; Build vs Buy' meeting. Machine-generated event summary.,nothing
499647349976,human,other_human,True,person_typing,True,"A detailed human-written email, apparently from an immigration attorney's office, listing outstanding evidence needed for Kamil's L-1A visa petition (promotion proof, CVs, org-chart corrections, payroll evidence, office lease, managerial documentation). Typed by a person working the case.",The listed documents and clarifications from Kamil/Encord to complete the L-1A questionnaire and checklist.
500068379857,human,asks_question,True,person_typing,True,"A human-written email from a customer contact asking clarifying questions about how Encord defines projects, whether annotator/auditor workflows are separate projects, what training looks like, and whether Encord would be on-site for defect resolution. Typed by a person planning implementation.",Answers/direction on project structure and training so her team can plan engineering resources and stay on schedule.
501300040924,human,wants_call,True,person_typing,True,"A short human reply confirming an 11am meeting time, from Recycleye's CTO with a full signature. Typed by a person.",To confirm 11am; no further action needed.
501801148657,human,other_human,True,person_typing,True,"A human-written email delivering requested materials: a sample basketball footage link and current annotation guidelines/ontology, ahead of tomorrow's discussion. Typed by a person.",For Encord to review the sample data and guidelines and say if anything else is needed before the call.
501884992701,human,referral,True,person_typing,True,"A human-written update from a SoftBank contact: still awaiting Japan team feedback for the pricing proposal, and announcing her upcoming maternity leave with Daisuke as the new primary contact. Typed by a person.",Nothing immediate; informs of the pending status and the contact handover.
501988121796,human,asks_question,True,person_typing,True,A very short human reply acknowledging a point and asking whether Encord currently has demand for USA-based egocentric data. Typed by a person exploring a supplier relationship.,An answer on whether Encord needs US-based egocentric data collection.
502561083600,human,not_interested,True,person_typing,True,A brief human decline of an AI/ML leaders lunch invitation due to unavailability. Typed by a person with a signature.,To decline; no action needed.
502818944193,human,other_human,True,person_typing,True,"A human-written reply thanking for meeting notes and explaining that an internal marketing/communications review meeting is scheduled for next Wednesday, after which he will schedule a follow-up with Annabel. Typed by a person.",Nothing immediate; signals a follow-up meeting will be scheduled after their internal review.
503381056752,human,other_human,True,person_typing,True,"A thoughtful human-written email describing how the sender vibe-coded a custom annotation UI on Label Studio with Claude Code, what flexibility matters to them, and asking whether Encord can match that flexibility while noting Encord's support could be a differentiator. Typed by a person evaluating tools.","To know whether Encord can match Label Studio's UI/code flexibility (fast custom UI iteration, role/access control) before choosing."
503499837685,human,wants_call,True,person_typing,True,"A short, friendly human reply saying they are not fully ready yet — mostly a high-level need — but open to catching up without promising a crisp problem statement. Typed by a person.",To temper expectations while agreeing to a catch-up conversation.
503581991133,human,other_human,True,person_typing,True,"A cold outreach sales pitch from Jupiter AI Labs introducing their AI data collection/annotation services, listing capabilities and offering a Calendly link to book an intro meeting. Though templated in style, it was sent as a personal email by a salesperson.",An introductory meeting (via the Calendly link) and consideration for any RFPs or vendor-onboarding opportunities.
503803850969,human,not_now,True,person_typing,True,A human-written reply from the Philadelphia Phillies' computer vision lead thanking for follow-up materials and explaining internal budget discussions will run a couple of weeks before next steps. Typed by a person.,Nothing immediate; she will report back on next steps and may send questions.
504284700903,human,not_interested,True,person_typing,True,A short human decline of a GenAI dinner invitation because the sender is out of the country. Typed by a person.,To decline; no action needed.
505389829313,human,other_human,True,person_typing,True,A human-written follow-up from an executive assistant checking on the status of Leo's July coaching invoice and when payment should be expected. Typed by a person.,Confirmation of when the coaching invoice will be paid.
506626243780,human,asks_question,True,person_typing,True,"A human reply saying tomorrow doesn't work, promising to check with radiologists, and asking which Encord platform features are superior to competitor Centaur; also notes travel to NYC next week. Typed by a person.","A comparison of Encord's features versus Centaur, and flexibility on scheduling the radiologist trial call."
508059338956,human,not_now,True,person_typing,True,"A short human apology for missing a message due to back-to-back meetings, thanking for the notes and promising to circle back. Typed by Instrumental's VP of Engineering.",Nothing immediate; signals they will follow up later.
508072648952,human,not_interested,True,person_typing,True,"A polite human-written reply to a calendar invitation declining the proposed reconnect meeting, explaining they have no budget or plans to expand their labeling vendor ecosystem right now, with the original invite quoted below. Typed by a person.",To cancel the meeting and pause the relationship until priorities change.
508491987143,out_of_office,n/a,False,autoresponder,False,An out-of-office automatic reply stating the sender is away July 28-31 with limited access and naming a colleague for immediate assistance. Generated by the sender's mailbox autoresponder.,nothing (directs urgent matters to Gardo Martinez)
508840952036,unclear,n/a,False,cannot_tell,,"An email with subject 'Blocker Démo Encord' and a completely empty body — likely a mis-sent or stripped message flagging a demo blocker, but with no content there is no way to tell what produced it or what it says.","Unclear; the subject suggests reporting a blocker for an Encord demo, but the body is empty."
